% The lesmis data

@relation lesmis

@attribute node0 numeric
@attribute node1 numeric
@attribute node2 numeric
@attribute node3 numeric
@attribute node4 numeric
@attribute node5 numeric
@attribute node6 numeric
@attribute node7 numeric
@attribute node8 numeric
@attribute node9 numeric
@attribute node10 numeric
@attribute node11 numeric
@attribute node12 numeric
@attribute node13 numeric
@attribute node14 numeric
@attribute node15 numeric
@attribute node16 numeric
@attribute node17 numeric
@attribute node18 numeric
@attribute node19 numeric
@attribute node20 numeric
@attribute node21 numeric
@attribute node22 numeric
@attribute node23 numeric
@attribute node24 numeric
@attribute node25 numeric
@attribute node26 numeric
@attribute node27 numeric
@attribute node28 numeric
@attribute node29 numeric
@attribute node30 numeric
@attribute node31 numeric
@attribute node32 numeric
@attribute node33 numeric
@attribute node34 numeric
@attribute node35 numeric
@attribute node36 numeric
@attribute node37 numeric
@attribute node38 numeric
@attribute node39 numeric
@attribute node40 numeric
@attribute node41 numeric
@attribute node42 numeric
@attribute node43 numeric
@attribute node44 numeric
@attribute node45 numeric
@attribute node46 numeric
@attribute node47 numeric
@attribute node48 numeric
@attribute node49 numeric
@attribute node50 numeric
@attribute node51 numeric
@attribute node52 numeric
@attribute node53 numeric
@attribute node54 numeric
@attribute node55 numeric
@attribute node56 numeric
@attribute node57 numeric
@attribute node58 numeric
@attribute node59 numeric
@attribute node60 numeric
@attribute node61 numeric
@attribute node62 numeric
@attribute node63 numeric
@attribute node64 numeric
@attribute node65 numeric
@attribute node66 numeric
@attribute node67 numeric
@attribute node68 numeric
@attribute node69 numeric
@attribute node70 numeric
@attribute node71 numeric
@attribute node72 numeric
@attribute node73 numeric
@attribute node74 numeric
@attribute node75 numeric
@attribute node76 numeric

@data
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010373371426673026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04836778262205785,0.0,0.018205941496287112,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,4.2324972604513505E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010396813086984398,0.0,0.00780254635555162,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,1.2697491781354052E-4,0.008513490737313282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010396813086984398,0.0,0.00780254635555162,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,1.2697491781354052E-4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010396813086984398,0.0,0.00780254635555162,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,1.2697491781354052E-4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010396813086984398,0.0,0.00780254635555162,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,1.2697491781354052E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.185538741889879E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007422646490267855,9.708280325593282E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037113232451339274,0.01164993639071194,0.0014088364333401187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10639126636050592,0.058249681953559694,0.016906037200081426,0.0019189793375818198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1886589316276413,0.15242000111181453,0.08030367670038677,0.02302775205098184,0.0022291128503014114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31298826033962784,0.30484000222362906,0.2395021936678202,0.13240957429314557,0.03343669275452117,0.0032957383171654748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43113205030972457,0.45531834727032494,0.4071537292352943,0.3319834254016548,0.16049612522170162,0.0395488598059857,0.004256861070953958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09507810228821964,0.0,0.07195681639008716,0.030082791524528443,0.0,0.0,0.0,0.0,0.0,0.0,0.030082777137351774,0.0013967240959489456,0.05108094442387969,0.0,0.0,0.0,0.6018529195858852,0.6766671386938518,0.6607442872365157,0.6159923673637642,0.44582257006028225,0.1977442990299285,0.0510823328514475,8.791960508895028E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0863387521571313,0.0,0.07022291719996457,0.04045616791229687,0.0,0.0,0.0,0.0,0.0,0.0,0.040456148564024796,0.003343672835756567,0.10216188884775938,0.0,0.0,0.0,0.10020572761861604,0.1339742684931873,0.16060735340077353,0.18805997508301833,0.21399483362893548,0.1845613457612666,0.102164665702895,0.005275176305337017,3.308272517011172E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20010098231181564,0.0,0.18032551577274855,0.14107791887365062,0.0,0.0,0.0,0.0,0.0,0.0,0.14107785140275314,0.024209884329781724,0.49378246276417037,0.0,0.0,0.0,0.09835006599604908,0.14271172078622124,0.19019291850091605,0.2437103758728911,0.3388251532458145,0.4350374578658427,0.4937958842306591,0.07121488012204974,0.012902262816343572,3.652273423591833E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35243689580371745,0.0,0.27655692082455186,0.13796590595732008,0.0,0.0,0.0,0.0,0.0,0.0,0.13796583997475123,0.0162951144527377,0.1532428332716391,0.0,0.0,0.0,0.018556616225669637,0.026212356879101863,0.038038583700183204,0.05181244211470913,0.08024806261085081,0.1186465794179571,0.15324699855434248,0.04659739069714365,0.01687218983675698,0.00109568202707755,1.0557992892277496E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2844809146119789,0.0,0.25661708013814216,0.2012435019227075,0.0,0.0,0.0,0.0,0.0,0.0,0.2012434056774567,0.044356571289530154,0.3745935924417844,0.0,0.0,0.0,0.2653596120270758,0.35532305991671415,0.43110394860207635,0.5104485037967641,0.5974022438807782,0.5536840372837998,0.3746037742439483,0.15385930890566302,0.07377447712934915,0.0065740921624653,3.167397867683249E-4,2.2524804414871024E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09598217299143567,0.0,0.07715851396045491,0.04253084318985056,0.0,0.0,0.0,0.0,0.0,0.0,0.042530822849359405,0.009226844027783943,0.08513490737313283,0.0,0.0,0.0,0.009896861987023806,0.014562420488389924,0.02113254650010178,0.028784690063727296,0.04458225700602823,0.0659147663433095,0.08513722141907916,0.019342313119569063,0.02381956212248044,0.005843637477746933,3.167397867683249E-4,6.757441324461307E-4,0.09205746178983235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04038182474364954,0.0,0.038145782182696805,0.03319480444085897,0.0,0.0,0.0,0.0,0.0,0.0,0.03319478856535368,0.009692418726433593,0.1362158517970125,0.0,0.0,0.0,0.059999725796331824,0.08154955473498357,0.10143622320048855,0.12281467760523647,0.15157967382049597,0.1581954392239428,0.13621955427052665,0.021979901272237572,0.02381956212248044,0.005843637477746933,3.167397867683249E-4,6.757441324461307E-4,0.0,0.008630958496996567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006780530274120259,0.0,0.00780254635555162,0.009336038748991585,0.0,0.0,0.0,0.0,0.0,0.0,0.009336034284005722,0.0012274242055308915,0.05108094442387969,0.0,0.0,0.0,0.05010286380930802,0.06698713424659365,0.08030367670038677,0.09402998754150917,0.10699741681446774,0.0922806728806333,0.0510823328514475,0.0026375881526685086,0.0,0.0,0.0,0.0,0.0,0.0,0.1643989873053573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0575591681047542,0.0,0.053750874893800045,0.04564285610618108,0.0,0.0,0.0,0.0,0.0,0.0,0.04564283427736131,0.011808667356659268,0.22135075917014535,0.0,0.0,0.0,0.11381391285077377,0.1543616571769332,0.19019291850091605,0.22835854117223656,0.276409993437375,0.2768420186418999,0.22135677568960582,0.029892665730243097,0.02381956212248044,0.005843637477746933,3.167397867683249E-4,6.757441324461307E-4,0.0,0.0,0.9863939238321437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010396813086984398,0.0,0.00780254635555162,0.0031120129163305283,0.0,0.0,0.0,0.0,0.0,0.0,0.0031120114280019074,1.2697491781354052E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03360129446952929,0.0,0.030343235827145185,0.023858765691867383,0.0,0.0,0.0,0.0,0.0,0.0,0.023858754281347958,0.008464994520902701,0.08513490737313283,0.0,0.0,0.0,0.009896861987023806,0.014562420488389924,0.02113254650010178,0.028784690063727296,0.04458225700602823,0.0659147663433095,0.08513722141907916,0.019342313119569063,0.02381956212248044,0.005843637477746933,3.167397867683249E-4,6.757441324461307E-4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03420400827167331,0.0,0.026875437446900022,0.013485389304098956,0.0,0.0,0.0,0.0,0.0,0.0,0.013485382854674932,0.0030897230001294858,0.03405396294925313,0.0,0.0,0.0,0.0037113232451339274,0.00582496819535597,0.008453018600040713,0.01151387602549092,0.01783290280241129,0.026365906537323798,0.03405488856763166,0.014067136814232046,6.616545034022344E-4,0.003652273423591833,2.1115985784554993E-4,0.0013514882648922614,0.0,0.051785750981979406,0.0,0.0,0.0,0.0,0.010335123761522654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
